timestamp,p_kw,load_kw,tou_usd_kwh,grid_available
2025-06-03 22:30:00,0.0,197.7965577822029,0.05,1
2025-06-03 22:45:00,0.0,194.7056772737727,0.05,1
2025-06-03 23:00:00,0.0,170.63979990559034,0.05,1
2025-06-03 23:15:00,0.0,201.15670153803566,0.05,1
2025-06-03 23:30:00,0.0,189.2945763436629,0.05,1
2025-06-03 23:45:00,0.0,189.97316203681874,0.05,1
2025-06-04 00:00:00,0.0,193.59737594609751,0.05,1
2025-06-04 00:15:00,0.0,207.32301714712239,0.05,1
2025-06-04 00:30:00,0.0,188.29469191598062,0.05,1
2025-06-04 00:45:00,0.0,185.65718540361678,0.05,1
2025-06-04 01:00:00,0.0,206.39852075408677,0.05,1
2025-06-04 01:15:00,0.0,207.54368905964836,0.05,1
2025-06-04 01:30:00,0.0,190.41066298576524,0.05,1
2025-06-04 01:45:00,0.0,205.62397711156288,0.05,1
2025-06-04 02:00:00,0.0,197.08367719664267,0.05,1
2025-06-04 02:15:00,0.0,203.0129284807987,0.05,1
2025-06-04 02:30:00,0.0,187.39042249309904,0.05,1
2025-06-04 02:45:00,0.0,208.32905228865113,0.05,1
2025-06-04 03:00:00,0.0,212.03298462712618,0.05,1
2025-06-04 03:15:00,0.0,206.37203322502597,0.05,1
2025-06-04 03:30:00,0.0,205.58751799697376,0.05,1
2025-06-04 03:45:00,0.0,162.28695366358534,0.05,1
2025-06-04 04:00:00,0.0,202.6402809111623,0.05,1
2025-06-04 04:15:00,0.0,199.83381701756667,0.05,1
2025-06-04 04:30:00,0.0,198.74668573965397,0.05,1
2025-06-04 04:45:00,0.0,194.18679120682836,0.05,1
2025-06-04 05:00:00,0.0,201.66762464953302,0.05,1
2025-06-04 05:15:00,0.0,206.44756153303348,0.05,1
2025-06-04 05:30:00,0.0,201.69786154243292,0.05,1
2025-06-04 05:45:00,0.0,203.138400270061,0.05,1
2025-06-04 06:00:00,0.0,226.66321183462782,0.15,1
2025-06-04 06:15:00,0.0,209.37758360098832,0.15,1
2025-06-04 06:30:00,0.0,244.43901084775152,0.15,1
2025-06-04 06:45:00,0.0,247.95621403783105,0.15,1
2025-06-04 07:00:00,0.0,250.17082935022032,0.15,1
2025-06-04 07:15:00,47.061962864815605,271.4896921431427,0.15,1
2025-06-04 07:30:00,94.12392572963121,274.9902967059406,0.15,1
2025-06-04 07:45:00,141.18588859444682,306.9454434650198,0.15,1
2025-06-04 08:00:00,188.24785145926242,305.2185264295571,0.15,1
2025-06-04 08:15:00,214.6003848409761,288.65703490716373,0.15,1
2025-06-04 08:30:00,240.95291822268973,272.36398609348026,0.15,1
2025-06-04 08:45:00,267.3054516044034,279.6398574135715,0.15,1
2025-06-04 09:00:00,293.65798498611707,273.1303406582687,0.15,1
2025-06-04 09:15:00,298.37103814338496,244.38438229069604,0.15,1
2025-06-04 09:30:00,303.08409130065286,237.32786760292333,0.15,1
2025-06-04 09:45:00,307.7971444579208,217.4596373052604,0.15,1
2025-06-04 10:00:00,312.5101976151887,214.25494287192336,0.15,1
2025-06-04 10:15:00,302.65593717679417,204.92725013125056,0.15,1
2025-06-04 10:30:00,292.8016767383997,207.39871134273196,0.15,1
2025-06-04 10:45:00,282.9474163000052,187.00962281951297,0.15,1
2025-06-04 11:00:00,273.0931558616107,207.5885864390723,0.15,1
2025-06-04 11:15:00,245.51596788996764,198.2034348545681,0.15,1
2025-06-04 11:30:00,217.9387799183246,203.80875210261914,0.15,1
2025-06-04 11:45:00,190.36159194668156,196.68377773982917,0.15,1
2025-06-04 12:00:00,162.78440397503852,203.23769674047838,0.15,1
2025-06-04 12:15:00,159.9777317977035,189.28569679407516,0.15,1
2025-06-04 12:30:00,157.1710596203685,211.89581175446412,0.15,1
2025-06-04 12:45:00,154.36438744303354,182.9657831869715,0.15,1
2025-06-04 13:00:00,151.55771526569853,189.60824779383546,0.15,1
2025-06-04 13:15:00,143.63296789260485,202.3577858528994,0.15,1
2025-06-04 13:30:00,135.70822051951114,214.6318914827958,0.15,1
2025-06-04 13:45:00,127.78347314641746,202.79097182632293,0.15,1
2025-06-04 14:00:00,119.85872577332377,197.54742130547356,0.15,1
2025-06-04 14:15:00,113.37524294363399,185.81476684939096,0.15,1
2025-06-04 14:30:00,106.8917601139442,198.26055904741096,0.15,1
2025-06-04 14:45:00,100.40827728425441,200.20771105740147,0.15,1
2025-06-04 15:00:00,93.92479445456463,217.8695282638516,0.15,1
2025-06-04 15:15:00,80.64943277163388,208.10151002647862,0.15,1
2025-06-04 15:30:00,67.37407108870313,187.95529133204545,0.15,1
2025-06-04 15:45:00,54.098709405772375,227.27754984629183,0.15,1
2025-06-04 16:00:00,40.823347722841625,206.66288881041478,0.4,1
2025-06-04 16:15:00,30.61751079213122,207.74583019166522,0.4,1
2025-06-04 16:30:00,20.411673861420812,242.63564316120113,0.4,1
2025-06-04 16:45:00,10.205836930710404,236.03799195074242,0.4,1
2025-06-04 17:00:00,0.0,243.95706301930593,0.4,1
2025-06-04 17:15:00,0.0,263.23562136370754,0.4,1
2025-06-04 17:30:00,0.0,282.03108693736493,0.4,1
2025-06-04 17:45:00,0.0,291.3231186520488,0.4,1
2025-06-04 18:00:00,0.0,260.74716639926163,0.4,1
2025-06-04 18:15:00,0.0,305.27145209871486,0.4,1
2025-06-04 18:30:00,0.0,283.4107777610538,0.4,1
2025-06-04 18:45:00,0.0,255.45021362409386,0.4,1
2025-06-04 19:00:00,0.0,238.3496850625024,0.4,1
2025-06-04 19:15:00,0.0,225.16195975905703,0.4,1
2025-06-04 19:30:00,0.0,227.3662022211415,0.4,1
2025-06-04 19:45:00,0.0,210.2604769966091,0.4,1
2025-06-04 20:00:00,0.0,202.76402526713437,0.4,1
2025-06-04 20:15:00,0.0,214.73547675448518,0.4,1
2025-06-04 20:30:00,0.0,207.22470001288366,0.4,1
2025-06-04 20:45:00,0.0,197.84184617190795,0.4,1
2025-06-04 21:00:00,0.0,208.26382270093004,0.4,1
2025-06-04 21:15:00,0.0,214.10849013097132,0.4,1
2025-06-04 21:30:00,0.0,189.2204593593071,0.4,1
2025-06-04 21:45:00,0.0,194.03565444218046,0.4,1
2025-06-04 22:00:00,0.0,209.4543202700295,0.05,1
2025-06-04 22:15:00,0.0,207.19931866705386,0.05,1
2025-06-04 22:30:00,0.0,202.27023011919977,0.05,1
2025-06-04 22:45:00,0.0,211.62527906306343,0.05,1
2025-06-04 23:00:00,0.0,189.11816461951202,0.05,1
2025-06-04 23:15:00,0.0,185.20869832785777,0.05,1
2025-06-04 23:30:00,0.0,191.3349470881772,0.05,1
2025-06-04 23:45:00,0.0,201.22544628026984,0.05,1
2025-06-05 00:00:00,0.0,192.0391322490502,0.05,1
2025-06-05 00:15:00,0.0,195.12781843576192,0.05,1
2025-06-05 00:30:00,0.0,190.24999880905503,0.05,1
2025-06-05 00:45:00,0.0,193.79570855442466,0.05,1
2025-06-05 01:00:00,0.0,189.95212781224475,0.05,1
2025-06-05 01:15:00,0.0,203.67466207046192,0.05,1
2025-06-05 01:30:00,0.0,207.94891074940762,0.05,1
2025-06-05 01:45:00,0.0,195.19554092627703,0.05,1
2025-06-05 02:00:00,0.0,197.9273435525079,0.05,1
2025-06-05 02:15:00,0.0,194.1896806982885,0.05,1
2025-06-05 02:30:00,0.0,205.31253986922408,0.05,1
2025-06-05 02:45:00,0.0,200.8906643336134,0.05,1
2025-06-05 03:00:00,0.0,215.9419713730487,0.05,1
2025-06-05 03:15:00,0.0,189.04647129048644,0.05,1
2025-06-05 03:30:00,0.0,203.62910414050194,0.05,1
2025-06-05 03:45:00,0.0,204.45214082028275,0.05,1
2025-06-05 04:00:00,0.0,196.42853998184646,0.05,1
2025-06-05 04:15:00,0.0,205.92630261858483,0.05,1
2025-06-05 04:30:00,0.0,185.81778884432404,0.05,1
2025-06-05 04:45:00,0.0,221.7505191249003,0.05,1
2025-06-05 05:00:00,0.0,187.61591128503116,0.05,1
2025-06-05 05:15:00,0.0,211.58232195938803,0.05,1
2025-06-05 05:30:00,0.0,192.93617310930725,0.05,1
2025-06-05 05:45:00,0.0,219.922599626925,0.05,1
2025-06-05 06:00:00,0.0,209.42542054820512,0.15,1
2025-06-05 06:15:00,0.0,223.38205253684637,0.15,1
2025-06-05 06:30:00,0.0,233.08527520244408,0.15,1
2025-06-05 06:45:00,0.0,259.3104410831186,0.15,1
2025-06-05 07:00:00,0.0,256.46244953451355,0.15,1
2025-06-05 07:15:00,51.99021765878312,234.61338424569854,0.15,1
2025-06-05 07:30:00,103.98043531756625,277.29535471774494,0.15,1
2025-06-05 07:45:00,155.97065297634936,299.65074712412724,0.15,1
2025-06-05 08:00:00,207.9608706351325,293.39297692694606,0.15,1
2025-06-05 08:15:00,229.0611137023371,308.3522117293073,0.15,1
2025-06-05 08:30:00,250.16135676954173,302.8830748634942,0.15,1
2025-06-05 08:45:00,271.2615998367463,273.44852202905275,0.15,1
2025-06-05 09:00:00,292.36184290395096,241.23903400847465,0.15,1
2025-06-05 09:15:00,307.7163340431447,262.7935721050253,0.15,1
2025-06-05 09:30:00,323.07082518233835,245.05386169235706,0.15,1
2025-06-05 09:45:00,338.4253163215321,218.31108223748723,0.15,1
2025-06-05 10:00:00,353.7798074607258,236.04304148409148,0.15,1
2025-06-05 10:15:00,364.53729734815033,204.32841446985918,0.15,1
2025-06-05 10:30:00,375.29478723557486,192.7726883898136,0.15,1
2025-06-05 10:45:00,386.05227712299944,200.70291871493794,0.15,1
2025-06-05 11:00:00,396.80976701042397,211.94910506588417,0.15,1
2025-06-05 11:15:00,397.27350122194355,191.110232741866,0.15,1
2025-06-05 11:30:00,397.7372354334631,219.75234138564386,0.15,1
2025-06-05 11:45:00,398.2009696449827,191.11915886939198,0.15,1
